Age_of_Farmer,Annual_Income,Land_Size_Acres,Land_Location,Irrigation_Facility,Credit_Score,Existing_Loans,Requested_Loan_Amount,Loan_Purpose,Loan_Type,Land_Ownership,Loan_History,Approved_Loan_Amount,Soil_pH,Nitrogen_kg_per_ha,Phosphorus_kg_per_ha,Potassium_kg_per_ha
65,320861.0,2.24,Far,borewell,430,3,89600.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,7.73,296,31,240
25,612296.0,4.49,Near_Village,borewell,690,2,269400.0,Borewell_Installation,Long_Term,Owned,Repeat,249733.8,5.9,668,24,119
31,634818.0,4.43,Near_City,canal,720,2,354400.0,Equipment_Purchase,Long_Term,Owned,Repeat,328528.8,8.45,520,18,145
40,1074043.0,7.93,Near_City,borewell,840,0,634400.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,8.45,351,15,79
55,190515.0,0.92,Near_City,rainfed,370,3,73600.0,Irrigation_Setup,Long_Term,Owned,First_Time,0.0,8.45,312,25,270
38,962420.0,7.26,Far,drip,820,0,290400.0,Crop_Cultivation,Long_Term,Owned,First_Time,248292.0,6.13,496,31,71
38,688311.0,4.9,Far,borewell,760,1,196000.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,6.28,499,41,255
33,831563.0,6.43,Far,borewell,610,2,257200.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,5.65,130,24,108
46,684702.0,5.04,Far,drip,690,2,201600.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,7.84,339,39,256
47,618752.0,4.65,Near_Village,rainfed,540,3,279000.0,Crop_Cultivation,Long_Term,Owned,First_Time,0.0,7.56,541,37,124
42,249880.0,1.66,Far,rainfed,370,3,66400.0,Equipment_Purchase,Long_Term,Owned,First_Time,0.0,7.01,326,35,246
44,514242.0,3.84,Near_Village,rainfed,630,1,230400.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,7.28,103,6,399
30,523006.0,3.15,Near_City,canal,680,0,252000.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,8.12,165,7,393
60,959980.0,7.29,Near_City,rainfed,560,3,583200.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,7.53,572,18,168
56,273121.0,1.59,Near_City,canal,510,2,127200.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,7.44,402,7,62
65,637689.0,4.22,Far,drip,730,1,168800.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,7.69,129,20,286
49,874780.0,6.53,Near_Village,canal,850,1,391800.0,Equipment_Purchase,Long_Term,Owned,Repeat,370251.0,7.14,620,36,265
50,1030243.0,7.77,Near_Village,drip,790,1,466200.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,7.75,185,11,104
32,1039611.0,7.49,Near_City,rainfed,840,0,599200.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,7.47,105,45,155
29,896212.0,6.64,Near_Village,drip,720,2,398400.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,369316.8,6.72,147,30,106
63,626993.0,4.09,Near_Village,drip,760,0,245400.0,Equipment_Purchase,Short_Term,Owned,First_Time,209817.0,5.79,481,17,115
35,725913.0,5.35,Near_City,drip,670,2,428000.0,Irrigation_Setup,Short_Term,Owned,First_Time,365940.0,6.01,238,19,130
58,614819.0,4.68,Far,rainfed,690,2,187200.0,Irrigation_Setup,Long_Term,Owned,Repeat,173534.4,7.09,221,38,370
43,530052.0,3.62,Near_City,rainfed,670,2,289600.0,Equipment_Purchase,Long_Term,Owned,Repeat,260640.0,5.69,271,10,218
53,847954.0,5.91,Near_Village,borewell,760,0,354600.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,5.59,179,31,323
35,999490.0,7.47,Far,rainfed,710,1,298800.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,6.29,291,14,284
65,326565.0,1.88,Far,drip,660,0,75200.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,6.92,286,30,253
25,770630.0,5.79,Near_City,borewell,810,0,463200.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,6.34,238,34,176
54,258135.0,1.35,Far,canal,500,3,54000.0,Borewell_Installation,Long_Term,Owned,Repeat,0.0,7.2,348,35,258
54,705626.0,5.13,Far,canal,820,0,205200.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,175446.0,5.95,462,16,239
48,797788.0,5.7,Far,drip,710,1,228000.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,5.81,240,33,367
65,674787.0,4.53,Far,rainfed,630,2,181200.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,7.09,169,12,116
28,943277.0,6.99,Near_City,rainfed,560,3,559200.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,6.75,453,23,277
53,620865.0,4.17,Near_City,borewell,680,1,333600.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,6.08,495,28,220
43,332246.0,1.76,Near_Village,drip,690,0,105600.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,8.06,269,43,210
27,828447.0,6.2,Near_Village,rainfed,850,0,372000.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,351540.0,6.51,673,28,334
30,531882.0,3.79,Near_City,rainfed,590,2,303200.0,Borewell_Installation,Long_Term,Owned,First_Time,0.0,8.44,555,45,95
28,721916.0,4.78,Far,rainfed,610,2,191200.0,Equipment_Purchase,Long_Term,Owned,First_Time,0.0,7.37,589,31,351
28,1021434.0,7.94,Far,rainfed,760,1,317600.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,7.97,534,32,105
61,738397.0,5.24,Far,drip,810,0,209600.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,7.47,339,37,261
56,460314.0,2.95,Near_City,borewell,400,3,236000.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,7.17,286,49,106
38,561221.0,4.21,Near_Village,canal,630,1,252600.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,7.22,383,32,194
31,700518.0,5.2,Near_Village,borewell,850,1,312000.0,Irrigation_Setup,Long_Term,Owned,Repeat,294840.0,6.58,360,23,167
33,911187.0,7.12,Near_Village,canal,610,2,427200.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,8.05,525,29,118
50,683015.0,5.19,Far,rainfed,850,0,207600.0,Crop_Cultivation,Short_Term,Owned,Repeat,196182.0,6.76,175,27,346
39,587283.0,4.4,Near_Village,borewell,670,2,264000.0,Crop_Cultivation,Long_Term,Owned,Repeat,237600.0,6.38,280,28,299
30,776566.0,5.98,Near_City,canal,670,2,478400.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,409032.0,7.47,577,39,302
25,670962.0,5.08,Near_City,canal,680,1,406400.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,8.25,414,10,202
31,320491.0,1.55,Near_City,drip,500,3,124000.0,Equipment_Purchase,Short_Term,Owned,Repeat,0.0,7.66,397,35,385
30,371937.0,2.36,Far,canal,770,0,94400.0,Equipment_Purchase,Short_Term,Owned,Repeat,89208.0,7.87,511,9,389
40,572499.0,4.21,Near_City,drip,760,0,336800.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,6.37,602,6,330
49,887007.0,6.96,Far,canal,770,1,278400.0,Irrigation_Setup,Short_Term,Owned,First_Time,238032.0,5.67,613,36,332
27,976768.0,7.42,Near_Village,canal,540,3,445200.0,Irrigation_Setup,Long_Term,Owned,First_Time,0.0,6.48,356,30,98
30,484077.0,2.82,Far,rainfed,610,2,112800.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,6.01,380,43,325
40,254385.0,0.93,Near_City,borewell,670,0,74400.0,Equipment_Purchase,Short_Term,Owned,First_Time,63612.0,6.34,384,31,135
25,301510.0,1.73,Near_Village,canal,490,2,103800.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,0.0,5.71,123,46,76
42,655902.0,4.43,Near_Village,borewell,620,3,265800.0,Borewell_Installation,Long_Term,Owned,Repeat,0.0,7.8,603,44,297
35,503035.0,3.26,Near_Village,borewell,740,0,195600.0,Crop_Cultivation,Short_Term,Owned,First_Time,167238.0,6.87,252,16,91
34,281008.0,1.84,Near_City,drip,540,2,147200.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0,5.88,123,41,359
61,506960.0,3.3,Far,borewell,600,1,132000.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,5.55,486,10,328
43,879899.0,6.3,Near_Village,borewell,650,3,378000.0,Crop_Cultivation,Long_Term,Owned,Repeat,0.0,7.92,449,13,129
44,829744.0,6.05,Near_City,canal,570,3,484000.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,0.0,7.15,687,21,63
26,389443.0,2.25,Near_Village,borewell,660,0,135000.0,Irrigation_Setup,Long_Term,Owned,First_Time,115425.0,6.01,508,46,61
51,650828.0,4.19,Near_City,canal,810,0,335200.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0,8.45,536,16,187
30,667408.0,4.86,Far,drip,850,0,194400.0,Irrigation_Setup,Short_Term,Owned,Repeat,183708.0,6.63,681,6,189
45,961840.0,7.45,Near_Village,canal,570,3,447000.0,Equipment_Purchase,Short_Term,Owned,First_Time,0.0,6.86,253,11,284
62,267633.0,1.32,Near_City,drip,430,2,105600.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0,8.04,219,24,212
44,547041.0,3.98,Near_City,rainfed,670,2,318400.0,Borewell_Installation,Short_Term,Owned,Repeat,286560.0,5.97,246,7,77
40,1040470.0,7.76,Near_Village,borewell,750,2,465600.0,Equipment_Purchase,Short_Term,Owned,Repeat,431611.2,7.04,311,9,123
60,386905.0,2.37,Near_Village,rainfed,660,0,142200.0,Crop_Cultivation,Short_Term,Owned,First_Time,121581.0,6.48,431,42,110
65,970480.0,7.53,Near_City,canal,850,0,602400.0,Crop_Cultivation,Short_Term,Owned,Repeat,569268.0,6.22,666,42,108
46,309950.0,1.42,Near_Village,rainfed,500,3,85200.0,Irrigation_Setup,Long_Term,Owned,Repeat,0.0,7.79,492,23,117
52,331390.0,1.8,Near_City,canal,500,3,144000.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,0.0,5.66,515,9,313
51,987074.0,7.12,Near_Village,borewell,570,3,427200.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,0.0,7.48,208,20,201
59,848768.0,6.46,Near_Village,canal,560,3,387600.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,7.78,548,34,53
26,409924.0,2.89,Near_City,canal,460,3,231200.0,Borewell_Installation,Long_Term,Owned,First_Time,0.0,7.96,624,38,384
40,724681.0,5.43,Near_Village,borewell,710,1,325800.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,8.32,108,32,282
40,713857.0,4.94,Far,canal,850,0,197600.0,Equipment_Purchase,Short_Term,Owned,Repeat,186732.0,7.33,188,34,272
56,188263.0,0.78,Near_City,rainfed,340,3,62400.0,Crop_Cultivation,Long_Term,Owned,First_Time,0.0,7.12,657,19,264
36,1029145.0,7.39,Near_Village,borewell,850,1,443400.0,Crop_Cultivation,Long_Term,Owned,Repeat,419013.0,6.3,696,19,161
50,730691.0,4.9,Near_Village,canal,680,1,294000.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,7.82,121,18,235
60,757292.0,5.7,Far,rainfed,680,1,228000.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,6.59,297,42,383
25,982834.0,7.62,Far,borewell,720,2,304800.0,Borewell_Installation,Short_Term,Owned,Repeat,282549.6,7.99,475,34,97
29,356307.0,2.28,Near_Village,borewell,450,2,136800.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0,6.28,197,33,246
29,490229.0,3.13,Near_City,borewell,540,3,250400.0,Irrigation_Setup,Long_Term,Owned,Repeat,0.0,7.58,130,39,215
49,464254.0,3.13,Near_Village,drip,690,1,187800.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,160569.0,6.64,175,17,235
41,1059140.0,7.64,Near_City,rainfed,790,1,611200.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0,5.65,311,43,103
26,551245.0,3.73,Far,drip,710,0,149200.0,Crop_Cultivation,Long_Term,Owned,First_Time,127566.0,7.75,641,44,290
59,396094.0,2.49,Near_Village,rainfed,660,0,149400.0,Irrigation_Setup,Long_Term,Owned,First_Time,127737.0,7.13,260,40,159
30,385939.0,2.71,Far,drip,770,0,108400.0,Crop_Cultivation,Short_Term,Owned,Repeat,102438.0,7.14,251,24,336
32,437196.0,2.81,Near_Village,drip,670,2,168600.0,Crop_Cultivation,Long_Term,Owned,Repeat,151740.0,7.53,488,34,283
53,160833.0,0.83,Near_Village,canal,470,2,49800.0,Borewell_Installation,Short_Term,Owned,First_Time,0.0,7.17,571,38,242
59,544424.0,3.6,Far,borewell,400,3,144000.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,6.03,401,38,224
44,197339.0,1.09,Far,rainfed,370,3,43600.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,0.0,6.31,526,32,217
27,503006.0,3.68,Far,rainfed,600,1,147200.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,7.2,177,9,268
49,630013.0,4.67,Far,canal,620,3,186800.0,Crop_Cultivation,Long_Term,Owned,Repeat,0.0,6.6,171,32,394
34,670206.0,4.75,Far,borewell,810,0,190000.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,6.64,194,6,247
56,668249.0,4.79,Near_Village,rainfed,590,3,287400.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,0.0,7.24,619,34,282
40,245650.0,0.87,Near_Village,canal,490,2,52200.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,7.21,481,40,274
31,1009433.0,7.79,Near_City,canal,510,3,623200.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,7.14,176,10,356
53,393804.0,2.09,Near_Village,drip,620,2,125400.0,Crop_Cultivation,Short_Term,Owned,Repeat,112860.0,7.96,612,43,260
33,871827.0,6.35,Far,borewell,770,1,254000.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,217170.0,7.59,175,8,237
48,807666.0,5.78,Near_Village,drip,650,3,346800.0,Crop_Cultivation,Short_Term,Owned,Repeat,0.0,6.03,520,42,222
63,562667.0,3.85,Near_Village,canal,600,1,231000.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,6.15,533,45,245
28,345817.0,1.72,Far,rainfed,530,1,68800.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,7.21,257,14,171
25,592749.0,4.06,Near_City,rainfed,730,0,324800.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0,6.92,373,25,315
49,943845.0,6.89,Near_Village,rainfed,670,2,413400.0,Borewell_Installation,Long_Term,Owned,First_Time,353457.0,6.89,400,33,295
48,699164.0,4.71,Far,canal,810,0,188400.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,6.04,618,7,308
45,971777.0,6.96,Near_Village,canal,850,1,417600.0,Borewell_Installation,Short_Term,Owned,Repeat,394632.0,8.37,595,30,327
33,804179.0,5.91,Far,canal,570,3,236400.0,Irrigation_Setup,Long_Term,Owned,First_Time,0.0,7.82,133,23,146
39,789706.0,5.65,Far,canal,610,2,226000.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,6.59,554,26,288
33,874745.0,6.06,Far,rainfed,610,2,242400.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,6.02,499,38,225
44,571151.0,3.65,Near_Village,canal,530,2,219000.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0,5.51,359,13,75
62,651762.0,4.85,Far,drip,700,0,194000.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,7.49,476,14,139
33,1085510.0,7.94,Near_Village,drip,690,2,476400.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,5.84,322,35,274
36,408961.0,2.85,Near_City,drip,630,1,228000.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,6.57,427,49,126
64,501845.0,3.75,Near_Village,drip,540,3,225000.0,Crop_Cultivation,Short_Term,Owned,Repeat,0.0,7.43,340,34,190
45,808499.0,6.18,Far,borewell,840,0,247200.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,8.04,556,17,122
31,512441.0,3.38,Far,rainfed,760,0,135200.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,6.31,520,32,379
33,446081.0,3.07,Near_Village,rainfed,490,3,184200.0,Crop_Cultivation,Short_Term,Owned,First_Time,0.0,6.0,454,35,129
26,727165.0,4.92,Near_City,canal,760,0,393600.0,Irrigation_Setup,Long_Term,Owned,First_Time,336528.0,5.77,691,13,179
26,180134.0,0.86,Near_City,drip,530,0,68800.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,7.76,285,26,139
65,185454.0,0.57,Near_Village,borewell,380,2,34200.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,5.61,612,14,159
64,254312.0,1.38,Near_City,drip,610,1,110400.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,7.33,555,16,283
35,221255.0,0.8,Near_Village,drip,570,1,48000.0,Crop_Cultivation,Short_Term,Owned,First_Time,0.0,8.44,197,40,68
34,970964.0,7.62,Far,borewell,790,1,304800.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,7.6,690,25,265
31,843267.0,6.6,Near_City,canal,670,2,528000.0,Irrigation_Setup,Short_Term,Owned,First_Time,451440.0,5.9,244,26,50
35,457730.0,2.96,Near_Village,canal,740,0,177600.0,Equipment_Purchase,Long_Term,Owned,First_Time,151848.0,7.83,486,35,222
54,375692.0,2.54,Near_Village,drip,440,3,152400.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,0.0,7.83,669,30,193
31,548379.0,3.62,Far,drip,570,3,144800.0,Equipment_Purchase,Short_Term,Owned,Repeat,0.0,7.2,449,46,368
32,965934.0,7.16,Near_Village,borewell,610,2,429600.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,8.37,361,6,87
40,564879.0,4.11,Far,drip,760,0,164400.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0,6.12,434,26,213
29,817601.0,6.14,Near_Village,canal,810,0,368400.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,6.68,215,14,113
30,620479.0,3.94,Far,borewell,620,3,157600.0,Irrigation_Setup,Long_Term,Owned,Repeat,0.0,8.13,613,18,253
26,247076.0,1.27,Near_Village,borewell,670,0,76200.0,Borewell_Installation,Long_Term,Owned,Repeat,68580.0,7.22,588,46,132
28,844687.0,6.62,Near_Village,drip,640,2,397200.0,Irrigation_Setup,Short_Term,Owned,First_Time,339606.0,7.36,228,44,53
65,1071559.0,7.73,Near_Village,canal,730,0,463800.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,5.59,137,44,309
51,220125.0,1.3,Far,rainfed,450,3,52000.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,0.0,7.92,182,26,344
51,221515.0,0.85,Far,borewell,310,3,34000.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0,5.68,224,49,284
28,658778.0,4.65,Near_Village,drip,710,1,279000.0,Borewell_Installation,Short_Term,Owned,First_Time,238545.0,6.25,682,30,88
63,963755.0,7.12,Far,drip,760,1,284800.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,7.58,141,35,116
33,316610.0,1.54,Far,canal,520,2,61600.0,Borewell_Installation,Short_Term,Owned,First_Time,0.0,6.42,540,45,142
47,1027574.0,7.41,Near_City,rainfed,690,2,592800.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,5.6,334,21,128
59,401793.0,2.64,Near_Village,borewell,460,3,158400.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,0.0,6.66,493,39,385
35,1054922.0,7.88,Far,rainfed,850,0,315200.0,Equipment_Purchase,Short_Term,Owned,Repeat,297864.0,6.9,101,35,52
60,978603.0,6.99,Far,drip,660,2,279600.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,7.5,637,49,365
45,1017358.0,7.74,Near_City,canal,570,3,619200.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,0.0,8.14,306,38,128
53,342554.0,1.83,Far,rainfed,690,0,73200.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,6.47,227,14,137
41,305834.0,1.48,Far,borewell,500,3,59200.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,0.0,7.17,588,28,383
28,874236.0,6.3,Far,canal,640,2,252000.0,Crop_Cultivation,Long_Term,Owned,First_Time,215460.0,7.52,342,7,117
57,301290.0,1.7,Far,drip,510,2,68000.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,6.58,342,38,236
43,390982.0,2.14,Far,drip,630,0,85600.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,8.49,227,33,53
64,1004546.0,7.39,Near_City,canal,730,0,591200.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,7.08,498,27,313
48,595140.0,4.36,Far,drip,590,2,174400.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,0.0,7.98,523,40,103
59,674746.0,4.5,Far,rainfed,790,1,180000.0,Irrigation_Setup,Short_Term,Owned,Repeat,170100.0,8.46,490,46,369
29,805329.0,6.1,Near_City,drip,640,2,488000.0,Crop_Cultivation,Short_Term,Owned,First_Time,417240.0,8.24,505,37,369
60,224652.0,1.03,Near_City,drip,300,3,82400.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,8.48,331,29,69
32,681099.0,4.51,Far,borewell,850,0,180400.0,Crop_Cultivation,Long_Term,Owned,Repeat,170478.0,6.82,430,23,216
30,461078.0,2.61,Near_Village,drip,740,0,156600.0,Irrigation_Setup,Short_Term,Owned,First_Time,133893.0,7.28,276,42,308
59,375859.0,2.71,Far,canal,510,2,108400.0,Crop_Cultivation,Short_Term,Owned,First_Time,0.0,6.65,295,18,139
50,617716.0,4.53,Near_City,rainfed,640,2,362400.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,309852.0,5.54,276,17,269
41,318058.0,1.96,Near_City,borewell,360,3,156800.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,5.92,459,37,56
31,312962.0,1.98,Far,canal,560,1,79200.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,6.51,299,19,234
45,568903.0,4.14,Near_Village,canal,710,1,248400.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,5.57,431,34,302
25,450373.0,2.85,Near_City,drip,580,2,228000.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0,5.56,654,17,192
47,903347.0,6.31,Near_Village,borewell,850,0,378600.0,Equipment_Purchase,Short_Term,Owned,Repeat,357777.0,6.94,436,49,372
29,836433.0,5.96,Near_City,borewell,620,3,476800.0,Borewell_Installation,Short_Term,Owned,Repeat,0.0,6.4,417,15,64
59,582492.0,4.04,Near_City,drip,640,2,323200.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,290880.0,7.58,579,40,200
40,969658.0,6.86,Far,rainfed,770,1,274400.0,Irrigation_Setup,Short_Term,Owned,First_Time,234612.0,7.9,413,28,222
47,196868.0,0.8,Near_Village,borewell,550,2,48000.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,0.0,8.35,450,17,222
54,951080.0,7.11,Near_City,canal,690,2,568800.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,6.95,138,7,258
62,761813.0,5.4,Near_City,canal,760,1,432000.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,7.86,401,7,288
55,927692.0,7.15,Near_City,rainfed,710,1,572000.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,6.28,212,43,300
36,340103.0,1.68,Far,borewell,700,1,67200.0,Irrigation_Setup,Long_Term,Owned,Repeat,62294.4,8.5,116,39,283
38,716608.0,4.93,Far,borewell,790,0,197200.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,168606.0,6.79,337,18,249
35,422298.0,2.44,Near_City,drip,820,0,195200.0,Equipment_Purchase,Short_Term,Owned,Repeat,184464.0,6.13,146,39,367
55,323037.0,1.78,Near_Village,rainfed,700,1,106800.0,Borewell_Installation,Long_Term,Owned,Repeat,99003.6,6.17,145,5,145
29,339655.0,2.22,Near_Village,borewell,610,1,133200.0,Borewell_Installation,Long_Term,Owned,First_Time,0.0,7.99,155,21,94
55,969746.0,7.26,Far,borewell,590,3,290400.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,5.89,620,23,338
27,770960.0,5.73,Near_Village,drip,480,3,343800.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,5.67,147,22,127
55,847955.0,6.24,Near_City,drip,770,1,499200.0,Crop_Cultivation,Short_Term,Owned,First_Time,426816.0,7.28,549,43,384
45,567608.0,3.57,Near_City,drip,610,2,285600.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,5.53,248,12,63
50,864913.0,6.16,Near_Village,drip,690,2,369600.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,6.05,133,20,391
47,835309.0,6.31,Near_Village,rainfed,820,0,378600.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,323703.0,8.43,560,44,187
46,909875.0,6.51,Far,borewell,650,3,260400.0,Crop_Cultivation,Short_Term,Owned,Repeat,0.0,5.57,678,45,159
52,212173.0,1.16,Near_Village,canal,560,0,69600.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,7.29,520,34,285
65,602351.0,4.21,Near_City,canal,760,0,336800.0,Borewell_Installation,Short_Term,Owned,First_Time,287964.0,6.97,330,47,394
25,1000218.0,7.82,Near_City,drip,540,3,625600.0,Irrigation_Setup,Short_Term,Owned,First_Time,0.0,5.66,316,27,267
60,440954.0,2.63,Far,canal,580,2,105200.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,6.29,635,49,367
25,412477.0,2.46,Near_Village,borewell,650,0,147600.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,8.42,617,24,226
41,975316.0,7.07,Far,drip,590,3,282800.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0,7.63,436,22,110
26,610899.0,4.11,Near_Village,drip,730,1,246600.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0,5.59,299,41,86
59,159539.0,0.57,Near_Village,canal,420,3,34200.0,Equipment_Purchase,Short_Term,Owned,Repeat,0.0,8.36,346,32,233
